district,avg_rainfall,state,groundwater_resource,future_groundwater,groundwater_stress,state_pop,population,availability_score,demand_score,scarcity_score,risk_level
barwani,0.087699693935919,madhyapradesh,0.2530254768994922,0.11753292812004096,0.16110606637569935,madhya pradesh,0.12116624579376921,0.14624739908022755,0.13314819196834823,0.8521626135996114,Medium
bastar,0.2168047885880659,chattisgarh,0.10503461554217361,0.08180243339843743,0.07618852338967162,chhattisgarh,0.12364787882058205,0.14277303011740966,0.10941007219130891,0.7161609094695883,Low
basti,0.11321226316631287,uttarpradesh,0.2560675070957986,0.08987317865130076,0.19209701514397023,uttar pradesh,0.21914732767966497,0.14906711099065495,0.21103223391895654,1.3266867839911576,Medium
betul,0.14607362345714156,madhyapradesh,0.4288851486770185,0.18887080693681088,0.16860482146518643,madhya pradesh,0.1383791569715102,0.24375623606700542,0.14744685631961307,0.5810570751084088,Low
bhadrak,0.2158749393429246,odisha,0.15897440987991387,0.06439835904960714,0.17914994580977767,orissa,0.13210875944329592,0.15336180641602615,0.14622111535324045,0.8950752844937679,Medium
bhagalpur,0.16614698124307017,bihar,0.25200530467974747,0.19342056557339588,0.08023082105509825,bihar,0.2712274644956057,0.20008655357317107,0.21392847146345345,1.0182873098013114,Medium
bhandara,0.17180415151934114,maharashtra,0.30612586353631155,0.229768618609484,0.08368727847915872,maharashtra,0.10431070866711108,0.22949000525147512,0.09812367961072535,0.4097193096124873,Low
bharatpur,0.07284216690116217,rajasthan,0.14821399368417548,0.0,0.35085972055420483,rajasthan,0.22677790865141353,0.07360106486571752,0.2640024522222509,3.1578838456938243,High
bhilwara,0.06939386299498204,rajasthan,0.19399622264736294,0.0,0.40587011921848903,rajasthan,0.2140655122776246,0.08595641199220169,0.27160689435988394,2.8305236588249802,High
bhind,0.08843598272594928,madhyapradesh,0.25857619924004815,0.1710158314060883,0.1051583233252292,madhya pradesh,0.14997455504023685,0.16425200228422066,0.13652968552573455,0.7835186037233729,Low
bhiwani,0.030449445208023267,haryana,0.14513898277482457,0.013637471817730291,0.34248220510266847,haryana,0.14374639923387145,0.05981271446097576,0.20336714099451053,2.9130387289007316,High
bhopal,0.1443177536143484,madhyapradesh,0.13155240360163772,0.04037623727314578,0.20521983655057266,madhya pradesh,0.2106623738176179,0.10930569370817442,0.2090296126375043,1.752050603291386,High
bidar,0.11171284737188815,karnataka,0.12835525255979066,0.07842650091300112,0.1237880430006737,karnataka,0.15000135355194744,0.1067196649905928,0.1421373603865653,1.217767035212285,Medium
bijnor,0.1440054543926566,uttarpradesh,0.4888725699697337,0.16136946686969705,0.20126541492135092,uttar pradesh,0.32981600596071575,0.2526747928088919,0.2912508286489063,1.1087886490151524,Medium
bikaner,0.014648785367480207,rajasthan,0.08514753330341691,0.011564453823148671,0.4985207533905503,rajasthan,0.21001521247041038,0.034873110284961754,0.2965668747464524,6.609010894567749,High
birbhum,0.20462945643127656,west bengal,0.4177434941407444,0.2746786487280788,0.09932921292363571,west bengal,0.31343630139114254,0.2895784254331576,0.24920417485089047,0.8318495381987823,Medium
bokaro,0.17395608834381104,jharkhand,0.0869697806394151,0.051139564017374406,0.1426520987726647,jharkhand,0.18261650493991957,0.11101523873456126,0.17062718308974312,1.4099644381481766,Medium
budaun,0.10191689912897793,uttarpradesh,0.2644622314908696,0.05501062519616736,0.23656228946366323,uttar pradesh,0.3297417877096393,0.13660861665770227,0.3017879382358465,2.0584597625694303,High
bundi,0.07508248006788168,rajasthan,0.1688575822677272,0.04531507694300651,0.24704882978411785,rajasthan,0.09618685339506257,0.09428478979037277,0.14144544631177913,1.356338221480856,Medium
burhanpur,0.10867091198421151,madhyapradesh,0.1280003052783995,0.04328946448466512,0.1965786929904215,madhya pradesh,0.06411412205259522,0.09485529572260398,0.10385349333394309,0.990445857963043,Medium
buxar,0.11136611932974948,bihar,0.21157037503314707,0.10860888321485354,0.15073669410351795,bihar,0.15027860459513628,0.14060022520629997,0.15041603144765078,0.9987769357024741,Medium
cachar,0.4734431802470741,assam,0.20116285606357245,0.1928983101685594,0.02378511379946688,assam,0.15302795021181728,0.30759562196846923,0.11425509928811216,0.3597502338979199,Low
central delhi,0.08654348197366601,delhi,0.007021367222112946,0.0011062552910329154,0.23653299745159492,delhi,0.04816882589997124,0.037055679543410165,0.10467807736545834,2.2245577660586098,High
chandauli,0.07358143771501068,uttarpradesh,0.1893857203726828,0.09746877136654157,0.1473388207035941,uttar pradesh,0.17266253842406948,0.11548892260777158,0.16506542310792685,1.3153784388113337,Medium
chandrapur,0.1784849692444907,maharashtra,0.38657862650543745,0.32546098762719283,0.056387123231494765,maharashtra,0.19551403815054297,0.28500587193758536,0.15377596367482851,0.521264077439662,Low
chatra,0.14898109667992313,jharkhand,0.09769192913757521,0.07284793242248117,0.0881982483376783,jharkhand,0.09000775249148943,0.11075439713998617,0.08946490124534609,0.7408831758037987,Low
